material_code,date,shop,forecast_qty
100005,2026-12-01 18:18:15.938575,Piacenza,121
100005,2027-01-01 18:18:15.938575,Piacenza,124
100006,2026-02-01 18:18:15.938575,Piacenza,133
100006,2026-03-01 18:18:15.938575,Piacenza,118
100006,2026-04-01 18:18:15.938575,Piacenza,117
100006,2026-05-01 18:18:15.938575,Piacenza,133
100006,2026-06-01 18:18:15.938575,Piacenza,114
100006,2026-07-01 18:18:15.938575,Piacenza,132
100006,2026-08-01 18:18:15.938575,Piacenza,120
100006,2026-09-01 18:18:15.938575,Piacenza,105
100006,2026-10-01 18:18:15.938575,Piacenza,136
100006,2026-11-01 18:18:15.938575,Piacenza,122
100006,2026-12-01 18:18:15.938575,Piacenza,138
100006,2027-01-01 18:18:15.938575,Piacenza,111
100007,2026-02-01 18:18:15.938575,Piacenza,120
100007,2026-03-01 18:18:15.938575,Piacenza,129
100007,2026-04-01 18:18:15.938575,Piacenza,134
100007,2026-05-01 18:18:15.938575,Piacenza,142
100007,2026-06-01 18:18:15.938575,Piacenza,139
100007,2026-07-01 18:18:15.938575,Piacenza,139
100007,2026-08-01 18:18:15.938575,Piacenza,116
100007,2026-09-01 18:18:15.938575,Piacenza,144
100007,2026-10-01 18:18:15.938575,Piacenza,110
100007,2026-11-01 18:18:15.938575,Piacenza,113
100007,2026-12-01 18:18:15.938575,Piacenza,124
100007,2027-01-01 18:18:15.938575,Piacenza,114
100008,2026-02-01 18:18:15.938575,Piacenza,121
100008,2026-03-01 18:18:15.938575,Piacenza,152
100008,2026-04-01 18:18:15.938575,Piacenza,146
100008,2026-05-01 18:18:15.938575,Piacenza,123
100008,2026-06-01 18:18:15.938575,Piacenza,130
100008,2026-07-01 18:18:15.938575,Piacenza,127
100008,2026-08-01 18:18:15.938575,Piacenza,121
100008,2026-09-01 18:18:15.938575,Piacenza,115
100008,2026-10-01 18:18:15.938575,Piacenza,102
100008,2026-11-01 18:18:15.938575,Piacenza,142
100008,2026-12-01 18:18:15.938575,Piacenza,131
100008,2027-01-01 18:18:15.938575,Piacenza,124
100009,2026-02-01 18:18:15.938575,Piacenza,130
100009,2026-03-01 18:18:15.938575,Piacenza,136
100009,2026-04-01 18:18:15.938575,Piacenza,138
100009,2026-05-01 18:18:15.938575,Piacenza,139
100009,2026-06-01 18:18:15.938575,Piacenza,124
100009,2026-07-01 18:18:15.938575,Piacenza,128
100009,2026-08-01 18:18:15.938575,Piacenza,123
100009,2026-09-01 18:18:15.938575,Piacenza,132
100009,2026-10-01 18:18:15.938575,Piacenza,127
100009,2026-11-01 18:18:15.938575,Piacenza,116
100009,2026-12-01 18:18:15.938575,Piacenza,124
100009,2027-01-01 18:18:15.938575,Piacenza,125
100010,2026-02-01 18:18:15.938575,Piacenza,133
100010,2026-03-01 18:18:15.938575,Piacenza,119
100010,2026-04-01 18:18:15.938575,Piacenza,131
100010,2026-05-01 18:18:15.938575,Piacenza,121
100010,2026-06-01 18:18:15.938575,Piacenza,117
100010,2026-07-01 18:18:15.938575,Piacenza,125
100010,2026-08-01 18:18:15.938575,Piacenza,131
100010,2026-09-01 18:18:15.938575,Piacenza,155
100010,2026-10-01 18:18:15.938575,Piacenza,132
100010,2026-11-01 18:18:15.938575,Piacenza,131
100010,2026-12-01 18:18:15.938575,Piacenza,108
100010,2027-01-01 18:18:15.938575,Piacenza,121
100011,2026-02-01 18:18:15.938575,Piacenza,137
100011,2026-03-01 18:18:15.938575,Piacenza,129
100011,2026-04-01 18:18:15.938575,Piacenza,132
100011,2026-05-01 18:18:15.938575,Piacenza,149
100011,2026-06-01 18:18:15.938575,Piacenza,115
100011,2026-07-01 18:18:15.938575,Piacenza,151
100011,2026-08-01 18:18:15.938575,Piacenza,133
100011,2026-09-01 18:18:15.938575,Piacenza,127
100011,2026-10-01 18:18:15.938575,Piacenza,140
100011,2026-11-01 18:18:15.938575,Piacenza,165
100011,2026-12-01 18:18:15.938575,Piacenza,128
100011,2027-01-01 18:18:15.938575,Piacenza,132
100012,2026-02-01 18:18:15.938575,Piacenza,128
100012,2026-03-01 18:18:15.938575,Piacenza,129
100012,2026-04-01 18:18:15.938575,Piacenza,126
100012,2026-05-01 18:18:15.938575,Piacenza,129
100012,2026-06-01 18:18:15.938575,Piacenza,119
100012,2026-07-01 18:18:15.938575,Piacenza,129
100012,2026-08-01 18:18:15.938575,Piacenza,131
100012,2026-09-01 18:18:15.938575,Piacenza,121
100012,2026-10-01 18:18:15.938575,Piacenza,101
100012,2026-11-01 18:18:15.938575,Piacenza,136
100012,2026-12-01 18:18:15.938575,Piacenza,117
100012,2027-01-01 18:18:15.938575,Piacenza,125
100013,2026-02-01 18:18:15.938575,Piacenza,122
100013,2026-03-01 18:18:15.938575,Piacenza,138
100013,2026-04-01 18:18:15.938575,Piacenza,151
100013,2026-05-01 18:18:15.938575,Piacenza,131
100013,2026-06-01 18:18:15.938575,Piacenza,145
100013,2026-07-01 18:18:15.938575,Piacenza,120
100013,2026-08-01 18:18:15.938575,Piacenza,123
100013,2026-09-01 18:18:15.938575,Piacenza,116
100013,2026-10-01 18:18:15.938575,Piacenza,139
100013,2026-11-01 18:18:15.938575,Piacenza,133
100013,2026-12-01 18:18:15.938575,Piacenza,124
100013,2027-01-01 18:18:15.938575,Piacenza,125
100014,2026-02-01 18:18:15.938575,Piacenza,119
100014,2026-03-01 18:18:15.938575,Piacenza,141
100014,2026-04-01 18:18:15.938575,Piacenza,114
100014,2026-05-01 18:18:15.938575,Piacenza,109
100014,2026-06-01 18:18:15.938575,Piacenza,122
100014,2026-07-01 18:18:15.938575,Piacenza,138
100014,2026-08-01 18:18:15.938575,Piacenza,136
100014,2026-09-01 18:18:15.938575,Piacenza,116
100014,2026-10-01 18:18:15.938575,Piacenza,130
100014,2026-11-01 18:18:15.938575,Piacenza,103
100014,2026-12-01 18:18:15.938575,Piacenza,133
100014,2027-01-01 18:18:15.938575,Piacenza,120
100015,2026-02-01 18:18:15.938575,Piacenza,134
100015,2026-03-01 18:18:15.938575,Piacenza,128
100015,2026-04-01 18:18:15.938575,Piacenza,123
100015,2026-05-01 18:18:15.938575,Piacenza,138
100015,2026-06-01 18:18:15.938575,Piacenza,150
100015,2026-07-01 18:18:15.938575,Piacenza,151
100015,2026-08-01 18:18:15.938575,Piacenza,128
100015,2026-09-01 18:18:15.938575,Piacenza,136
100015,2026-10-01 18:18:15.938575,Piacenza,117
100015,2026-11-01 18:18:15.938575,Piacenza,133
100015,2026-12-01 18:18:15.938575,Piacenza,137
100015,2027-01-01 18:18:15.938575,Piacenza,136
100016,2026-02-01 18:18:15.938575,Piacenza,121
100016,2026-03-01 18:18:15.938575,Piacenza,120
100016,2026-04-01 18:18:15.938575,Piacenza,138
100016,2026-05-01 18:18:15.938575,Piacenza,139
100016,2026-06-01 18:18:15.938575,Piacenza,130
100016,2026-07-01 18:18:15.938575,Piacenza,139
100016,2026-08-01 18:18:15.938575,Piacenza,127
100016,2026-09-01 18:18:15.938575,Piacenza,137
100016,2026-10-01 18:18:15.938575,Piacenza,124
100016,2026-11-01 18:18:15.938575,Piacenza,114
100016,2026-12-01 18:18:15.938575,Piacenza,129
100016,2027-01-01 18:18:15.938575,Piacenza,133
100017,2026-02-01 18:18:15.938575,Piacenza,150
100017,2026-03-01 18:18:15.938575,Piacenza,127
100017,2026-04-01 18:18:15.938575,Piacenza,133
100017,2026-05-01 18:18:15.938575,Piacenza,133
100017,2026-06-01 18:18:15.938575,Piacenza,139
100017,2026-07-01 18:18:15.938575,Piacenza,107
100017,2026-08-01 18:18:15.938575,Piacenza,124
100017,2026-09-01 18:18:15.938575,Piacenza,128
100017,2026-10-01 18:18:15.938575,Piacenza,126
100017,2026-11-01 18:18:15.938575,Piacenza,123
100017,2026-12-01 18:18:15.938575,Piacenza,119
100017,2027-01-01 18:18:15.938575,Piacenza,127
100018,2026-02-01 18:18:15.938575,Piacenza,126
100018,2026-03-01 18:18:15.938575,Piacenza,131
100018,2026-04-01 18:18:15.938575,Piacenza,119
100018,2026-05-01 18:18:15.938575,Piacenza,142
100018,2026-06-01 18:18:15.938575,Piacenza,111
100018,2026-07-01 18:18:15.938575,Piacenza,111
100018,2026-08-01 18:18:15.938575,Piacenza,121
100018,2026-09-01 18:18:15.938575,Piacenza,143
100018,2026-10-01 18:18:15.938575,Piacenza,123
100018,2026-11-01 18:18:15.938575,Piacenza,123
100018,2026-12-01 18:18:15.938575,Piacenza,127
100018,2027-01-01 18:18:15.938575,Piacenza,129
100019,2026-02-01 18:18:15.938575,Piacenza,120
100019,2026-03-01 18:18:15.938575,Piacenza,115
100019,2026-04-01 18:18:15.938575,Piacenza,141
100019,2026-05-01 18:18:15.938575,Piacenza,136
100019,2026-06-01 18:18:15.938575,Piacenza,117
100019,2026-07-01 18:18:15.938575,Piacenza,132
100019,2026-08-01 18:18:15.938575,Piacenza,135
100019,2026-09-01 18:18:15.938575,Piacenza,144
100019,2026-10-01 18:18:15.938575,Piacenza,150
100019,2026-11-01 18:18:15.938575,Piacenza,143
100019,2026-12-01 18:18:15.938575,Piacenza,131
100019,2027-01-01 18:18:15.938575,Piacenza,143
100020,2026-02-01 18:18:15.938575,Piacenza,126
100020,2026-03-01 18:18:15.938575,Piacenza,138
100020,2026-04-01 18:18:15.938575,Piacenza,144
100020,2026-05-01 18:18:15.938575,Piacenza,128
100020,2026-06-01 18:18:15.938575,Piacenza,135
100020,2026-07-01 18:18:15.938575,Piacenza,131
100020,2026-08-01 18:18:15.938575,Piacenza,132
100020,2026-09-01 18:18:15.938575,Piacenza,154
100020,2026-10-01 18:18:15.938575,Piacenza,120
100020,2026-11-01 18:18:15.938575,Piacenza,156
100020,2026-12-01 18:18:15.938575,Piacenza,128
100020,2027-01-01 18:18:15.938575,Piacenza,141
100021,2026-02-01 18:18:15.938575,Piacenza,149
100021,2026-03-01 18:18:15.938575,Piacenza,145
100021,2026-04-01 18:18:15.938575,Piacenza,130
100021,2026-05-01 18:18:15.938575,Piacenza,113
100021,2026-06-01 18:18:15.938575,Piacenza,128
100021,2026-07-01 18:18:15.938575,Piacenza,138
100021,2026-08-01 18:18:15.938575,Piacenza,127
100021,2026-09-01 18:18:15.938575,Piacenza,139
100021,2026-10-01 18:18:15.938575,Piacenza,153
100021,2026-11-01 18:18:15.938575,Piacenza,134
100021,2026-12-01 18:18:15.938575,Piacenza,135
100021,2027-01-01 18:18:15.938575,Piacenza,122
100022,2026-02-01 18:18:15.938575,Piacenza,127
100022,2026-03-01 18:18:15.938575,Piacenza,123
100022,2026-04-01 18:18:15.938575,Piacenza,147
100022,2026-05-01 18:18:15.938575,Piacenza,113
100022,2026-06-01 18:18:15.938575,Piacenza,124
100022,2026-07-01 18:18:15.938575,Piacenza,143
100022,2026-08-01 18:18:15.938575,Piacenza,146
100022,2026-09-01 18:18:15.938575,Piacenza,128
100022,2026-10-01 18:18:15.938575,Piacenza,133
100022,2026-11-01 18:18:15.938575,Piacenza,126
100022,2026-12-01 18:18:15.938575,Piacenza,135
100022,2027-01-01 18:18:15.938575,Piacenza,134
100023,2026-02-01 18:18:15.938575,Piacenza,138
100023,2026-03-01 18:18:15.938575,Piacenza,133
100023,2026-04-01 18:18:15.938575,Piacenza,116
100023,2026-05-01 18:18:15.938575,Piacenza,123
100023,2026-06-01 18:18:15.938575,Piacenza,142
100023,2026-07-01 18:18:15.938575,Piacenza,125
100023,2026-08-01 18:18:15.938575,Piacenza,139
100023,2026-09-01 18:18:15.938575,Piacenza,131
100023,2026-10-01 18:18:15.938575,Piacenza,147
100023,2026-11-01 18:18:15.938575,Piacenza,116
100023,2026-12-01 18:18:15.938575,Piacenza,134
100023,2027-01-01 18:18:15.938575,Piacenza,146
100024,2026-02-01 18:18:15.938575,Piacenza,95
100024,2026-03-01 18:18:15.938575,Piacenza,136
100024,2026-04-01 18:18:15.938575,Piacenza,113
100024,2026-05-01 18:18:15.938575,Piacenza,119
100024,2026-06-01 18:18:15.938575,Piacenza,139
100024,2026-07-01 18:18:15.938575,Piacenza,132
100024,2026-08-01 18:18:15.938575,Piacenza,124
100024,2026-09-01 18:18:15.938575,Piacenza,126
100024,2026-10-01 18:18:15.938575,Piacenza,119
100024,2026-11-01 18:18:15.938575,Piacenza,113
100024,2026-12-01 18:18:15.938575,Piacenza,127
100024,2027-01-01 18:18:15.938575,Piacenza,131
100025,2026-02-01 18:18:15.938575,Piacenza,135
100025,2026-03-01 18:18:15.938575,Piacenza,136
100025,2026-04-01 18:18:15.938575,Piacenza,142
100025,2026-05-01 18:18:15.938575,Piacenza,132
100025,2026-06-01 18:18:15.938575,Piacenza,136
100025,2026-07-01 18:18:15.938575,Piacenza,124
100025,2026-08-01 18:18:15.938575,Piacenza,141
100025,2026-09-01 18:18:15.938575,Piacenza,134
100025,2026-10-01 18:18:15.938575,Piacenza,149
100025,2026-11-01 18:18:15.938575,Piacenza,134
100025,2026-12-01 18:18:15.938575,Piacenza,116
100025,2027-01-01 18:18:15.938575,Piacenza,142
100026,2026-02-01 18:18:15.938575,Piacenza,169
100026,2026-03-01 18:18:15.938575,Piacenza,126
100026,2026-04-01 18:18:15.938575,Piacenza,99
100026,2026-05-01 18:18:15.938575,Piacenza,121
100026,2026-06-01 18:18:15.938575,Piacenza,116
100026,2026-07-01 18:18:15.938575,Piacenza,150
100026,2026-08-01 18:18:15.938575,Piacenza,143
100026,2026-09-01 18:18:15.938575,Piacenza,126
100026,2026-10-01 18:18:15.938575,Piacenza,139
100026,2026-11-01 18:18:15.938575,Piacenza,144
100026,2026-12-01 18:18:15.938575,Piacenza,136
100026,2027-01-01 18:18:15.938575,Piacenza,120
100027,2026-02-01 18:18:15.938575,Piacenza,127
100027,2026-03-01 18:18:15.938575,Piacenza,142
100027,2026-04-01 18:18:15.938575,Piacenza,118
100027,2026-05-01 18:18:15.938575,Piacenza,126
100027,2026-06-01 18:18:15.938575,Piacenza,125
100027,2026-07-01 18:18:15.938575,Piacenza,140
100027,2026-08-01 18:18:15.938575,Piacenza,140
100027,2026-09-01 18:18:15.938575,Piacenza,144
100027,2026-10-01 18:18:15.938575,Piacenza,122
100027,2026-11-01 18:18:15.938575,Piacenza,153
100027,2026-12-01 18:18:15.938575,Piacenza,129
100027,2027-01-01 18:18:15.938575,Piacenza,130
100028,2026-02-01 18:18:15.938575,Piacenza,140
100028,2026-03-01 18:18:15.938575,Piacenza,124
100028,2026-04-01 18:18:15.938575,Piacenza,103
100028,2026-05-01 18:18:15.938575,Piacenza,125
100028,2026-06-01 18:18:15.938575,Piacenza,137
100028,2026-07-01 18:18:15.938575,Piacenza,130
100028,2026-08-01 18:18:15.938575,Piacenza,128
100028,2026-09-01 18:18:15.938575,Piacenza,129
100028,2026-10-01 18:18:15.938575,Piacenza,114
100028,2026-11-01 18:18:15.938575,Piacenza,118
100028,2026-12-01 18:18:15.938575,Piacenza,141
100028,2027-01-01 18:18:15.938575,Piacenza,138
100029,2026-02-01 18:18:15.938575,Piacenza,132
100029,2026-03-01 18:18:15.938575,Piacenza,100
100029,2026-04-01 18:18:15.938575,Piacenza,105
100029,2026-05-01 18:18:15.938575,Piacenza,114
100029,2026-06-01 18:18:15.938575,Piacenza,138
100029,2026-07-01 18:18:15.938575,Piacenza,139
100029,2026-08-01 18:18:15.938575,Piacenza,116
100029,2026-09-01 18:18:15.938575,Piacenza,120
100029,2026-10-01 18:18:15.938575,Piacenza,143
100029,2026-11-01 18:18:15.938575,Piacenza,117
100029,2026-12-01 18:18:15.938575,Piacenza,145
100029,2027-01-01 18:18:15.938575,Piacenza,111
100030,2026-02-01 18:18:15.938575,Piacenza,135
100030,2026-03-01 18:18:15.938575,Piacenza,142
100030,2026-04-01 18:18:15.938575,Piacenza,132
100030,2026-05-01 18:18:15.938575,Piacenza,144
100030,2026-06-01 18:18:15.938575,Piacenza,127
100030,2026-07-01 18:18:15.938575,Piacenza,151
100030,2026-08-01 18:18:15.938575,Piacenza,123
100030,2026-09-01 18:18:15.938575,Piacenza,139
100030,2026-10-01 18:18:15.938575,Piacenza,134
100030,2026-11-01 18:18:15.938575,Piacenza,140
100030,2026-12-01 18:18:15.938575,Piacenza,136
100030,2027-01-01 18:18:15.938575,Piacenza,99
100031,2026-02-01 18:18:15.938575,Piacenza,135
100031,2026-03-01 18:18:15.938575,Piacenza,134
100031,2026-04-01 18:18:15.938575,Piacenza,137
100031,2026-05-01 18:18:15.938575,Piacenza,123
100031,2026-06-01 18:18:15.938575,Piacenza,125
100031,2026-07-01 18:18:15.938575,Piacenza,138
100031,2026-08-01 18:18:15.938575,Piacenza,135
100031,2026-09-01 18:18:15.938575,Piacenza,120
100031,2026-10-01 18:18:15.938575,Piacenza,123
100031,2026-11-01 18:18:15.938575,Piacenza,158
100031,2026-12-01 18:18:15.938575,Piacenza,132
100031,2027-01-01 18:18:15.938575,Piacenza,118
100032,2026-02-01 18:18:15.938575,Piacenza,115
100032,2026-03-01 18:18:15.938575,Piacenza,136
100032,2026-04-01 18:18:15.938575,Piacenza,131
100032,2026-05-01 18:18:15.938575,Piacenza,120
100032,2026-06-01 18:18:15.938575,Piacenza,153
100032,2026-07-01 18:18:15.938575,Piacenza,139
100032,2026-08-01 18:18:15.938575,Piacenza,141
100032,2026-09-01 18:18:15.938575,Piacenza,119
100032,2026-10-01 18:18:15.938575,Piacenza,139
100032,2026-11-01 18:18:15.938575,Piacenza,106
100032,2026-12-01 18:18:15.938575,Piacenza,133
100032,2027-01-01 18:18:15.938575,Piacenza,116
100033,2026-02-01 18:18:15.938575,Piacenza,119
100033,2026-03-01 18:18:15.938575,Piacenza,139
100033,2026-04-01 18:18:15.938575,Piacenza,119
100033,2026-05-01 18:18:15.938575,Piacenza,129
100033,2026-06-01 18:18:15.938575,Piacenza,128
100033,2026-07-01 18:18:15.938575,Piacenza,126
100033,2026-08-01 18:18:15.938575,Piacenza,125
100033,2026-09-01 18:18:15.938575,Piacenza,152
100033,2026-10-01 18:18:15.938575,Piacenza,125
100033,2026-11-01 18:18:15.938575,Piacenza,131
100033,2026-12-01 18:18:15.938575,Piacenza,133
100033,2027-01-01 18:18:15.938575,Piacenza,129
100034,2026-02-01 18:18:15.938575,Piacenza,128
100034,2026-03-01 18:18:15.938575,Piacenza,129
100034,2026-04-01 18:18:15.938575,Piacenza,146
100034,2026-05-01 18:18:15.938575,Piacenza,127
100034,2026-06-01 18:18:15.938575,Piacenza,137
100034,2026-07-01 18:18:15.938575,Piacenza,133
100034,2026-08-01 18:18:15.938575,Piacenza,134
100034,2026-09-01 18:18:15.938575,Piacenza,111
100034,2026-10-01 18:18:15.938575,Piacenza,130
100034,2026-11-01 18:18:15.938575,Piacenza,131
100034,2026-12-01 18:18:15.938575,Piacenza,117
100034,2027-01-01 18:18:15.938575,Piacenza,108
100035,2026-02-01 18:18:15.938575,Piacenza,115
100035,2026-03-01 18:18:15.938575,Piacenza,134
100035,2026-04-01 18:18:15.938575,Piacenza,155
100035,2026-05-01 18:18:15.938575,Piacenza,121
100035,2026-06-01 18:18:15.938575,Piacenza,132
100035,2026-07-01 18:18:15.938575,Piacenza,142
100035,2026-08-01 18:18:15.938575,Piacenza,122
100035,2026-09-01 18:18:15.938575,Piacenza,121
100035,2026-10-01 18:18:15.938575,Piacenza,110
100035,2026-11-01 18:18:15.938575,Piacenza,136
100035,2026-12-01 18:18:15.938575,Piacenza,133
100035,2027-01-01 18:18:15.938575,Piacenza,129
100036,2026-02-01 18:18:15.938575,Piacenza,113
100036,2026-03-01 18:18:15.938575,Piacenza,146
100036,2026-04-01 18:18:15.938575,Piacenza,127
100036,2026-05-01 18:18:15.938575,Piacenza,136
100036,2026-06-01 18:18:15.938575,Piacenza,128
100036,2026-07-01 18:18:15.938575,Piacenza,134
100036,2026-08-01 18:18:15.938575,Piacenza,135
100036,2026-09-01 18:18:15.938575,Piacenza,121
100036,2026-10-01 18:18:15.938575,Piacenza,126
100036,2026-11-01 18:18:15.938575,Piacenza,136
100036,2026-12-01 18:18:15.938575,Piacenza,120
100036,2027-01-01 18:18:15.938575,Piacenza,129
100037,2026-02-01 18:18:15.938575,Piacenza,120
100037,2026-03-01 18:18:15.938575,Piacenza,124
100037,2026-04-01 18:18:15.938575,Piacenza,130
100037,2026-05-01 18:18:15.938575,Piacenza,113
100037,2026-06-01 18:18:15.938575,Piacenza,146
100037,2026-07-01 18:18:15.938575,Piacenza,115
100037,2026-08-01 18:18:15.938575,Piacenza,135
100037,2026-09-01 18:18:15.938575,Piacenza,110
100037,2026-10-01 18:18:15.938575,Piacenza,142
100037,2026-11-01 18:18:15.938575,Piacenza,127
100037,2026-12-01 18:18:15.938575,Piacenza,120
100037,2027-01-01 18:18:15.938575,Piacenza,128
100038,2026-02-01 18:18:15.938575,Piacenza,144
100038,2026-03-01 18:18:15.938575,Piacenza,117
100038,2026-04-01 18:18:15.938575,Piacenza,122
100038,2026-05-01 18:18:15.938575,Piacenza,145
100038,2026-06-01 18:18:15.938575,Piacenza,125
100038,2026-07-01 18:18:15.938575,Piacenza,119
100038,2026-08-01 18:18:15.938575,Piacenza,128
100038,2026-09-01 18:18:15.938575,Piacenza,149
100038,2026-10-01 18:18:15.938575,Piacenza,138
100038,2026-11-01 18:18:15.938575,Piacenza,156
100038,2026-12-01 18:18:15.938575,Piacenza,119
100038,2027-01-01 18:18:15.938575,Piacenza,131
100039,2026-02-01 18:18:15.938575,Piacenza,117
100039,2026-03-01 18:18:15.938575,Piacenza,144
100039,2026-04-01 18:18:15.938575,Piacenza,135
100039,2026-05-01 18:18:15.938575,Piacenza,113
100039,2026-06-01 18:18:15.938575,Piacenza,100
100039,2026-07-01 18:18:15.938575,Piacenza,149
100039,2026-08-01 18:18:15.938575,Piacenza,135
100039,2026-09-01 18:18:15.938575,Piacenza,135
100039,2026-10-01 18:18:15.938575,Piacenza,129
100039,2026-11-01 18:18:15.938575,Piacenza,149
100039,2026-12-01 18:18:15.938575,Piacenza,105
100039,2027-01-01 18:18:15.938575,Piacenza,124
100040,2026-02-01 18:18:15.938575,Piacenza,145
100040,2026-03-01 18:18:15.938575,Piacenza,121
100040,2026-04-01 18:18:15.938575,Piacenza,141
100040,2026-05-01 18:18:15.938575,Piacenza,129
100040,2026-06-01 18:18:15.938575,Piacenza,123
100040,2026-07-01 18:18:15.938575,Piacenza,137
100040,2026-08-01 18:18:15.938575,Piacenza,133
100040,2026-09-01 18:18:15.938575,Piacenza,144
100040,2026-10-01 18:18:15.938575,Piacenza,142
100040,2026-11-01 18:18:15.938575,Piacenza,126
100040,2026-12-01 18:18:15.938575,Piacenza,112
100040,2027-01-01 18:18:15.938575,Piacenza,116
100041,2026-02-01 18:18:15.938575,Piacenza,138
100041,2026-03-01 18:18:15.938575,Piacenza,148
100041,2026-04-01 18:18:15.938575,Piacenza,130
100041,2026-05-01 18:18:15.938575,Piacenza,127
100041,2026-06-01 18:18:15.938575,Piacenza,122
100041,2026-07-01 18:18:15.938575,Piacenza,136
100041,2026-08-01 18:18:15.938575,Piacenza,114
100041,2026-09-01 18:18:15.938575,Piacenza,136
100041,2026-10-01 18:18:15.938575,Piacenza,126
100041,2026-11-01 18:18:15.938575,Piacenza,149
100041,2026-12-01 18:18:15.938575,Piacenza,129
100041,2027-01-01 18:18:15.938575,Piacenza,116
100042,2026-02-01 18:18:15.938575,Piacenza,138
100042,2026-03-01 18:18:15.938575,Piacenza,123
100042,2026-04-01 18:18:15.938575,Piacenza,139
100042,2026-05-01 18:18:15.938575,Piacenza,136
100042,2026-06-01 18:18:15.938575,Piacenza,120
100042,2026-07-01 18:18:15.938575,Piacenza,128
100042,2026-08-01 18:18:15.938575,Piacenza,141
100042,2026-09-01 18:18:15.938575,Piacenza,118
100042,2026-10-01 18:18:15.938575,Piacenza,98
100042,2026-11-01 18:18:15.938575,Piacenza,133
100042,2026-12-01 18:18:15.938575,Piacenza,128
100042,2027-01-01 18:18:15.938575,Piacenza,141
100043,2026-02-01 18:18:15.938575,Piacenza,135
