material_code,date,shop,leadtime_days
100008,2024-10-01 18:18:15.938575,Piacenza,15.4
100008,2024-11-01 18:18:15.938575,Piacenza,14.2
100008,2024-12-01 18:18:15.938575,Piacenza,13.7
100008,2025-01-01 18:18:15.938575,Piacenza,11.2
100008,2025-02-01 18:18:15.938575,Piacenza,19.4
100008,2025-03-01 18:18:15.938575,Piacenza,9.6
100008,2025-04-01 18:18:15.938575,Piacenza,15.2
100008,2025-05-01 18:18:15.938575,Piacenza,15.1
100008,2025-06-01 18:18:15.938575,Piacenza,17.5
100008,2025-07-01 18:18:15.938575,Piacenza,18.2
100008,2025-08-01 18:18:15.938575,Piacenza,13.6
100008,2025-09-01 18:18:15.938575,Piacenza,15.6
100008,2025-10-01 18:18:15.938575,Piacenza,19.3
100008,2025-11-01 18:18:15.938575,Piacenza,13.8
100008,2025-12-01 18:18:15.938575,Piacenza,10.8
100008,2026-01-01 18:18:15.938575,Piacenza,12.8
100009,2024-02-01 18:18:15.938575,Piacenza,10.1
100009,2024-03-01 18:18:15.938575,Piacenza,15.1
100009,2024-04-01 18:18:15.938575,Piacenza,17.2
100009,2024-05-01 18:18:15.938575,Piacenza,13.6
100009,2024-06-01 18:18:15.938575,Piacenza,9.1
100009,2024-07-01 18:18:15.938575,Piacenza,17.1
100009,2024-08-01 18:18:15.938575,Piacenza,8.7
100009,2024-09-01 18:18:15.938575,Piacenza,9.4
100009,2024-10-01 18:18:15.938575,Piacenza,13.5
100009,2024-11-01 18:18:15.938575,Piacenza,14.8
100009,2024-12-01 18:18:15.938575,Piacenza,15.3
100009,2025-01-01 18:18:15.938575,Piacenza,13.8
100009,2025-02-01 18:18:15.938575,Piacenza,19.3
100009,2025-03-01 18:18:15.938575,Piacenza,14.2
100009,2025-04-01 18:18:15.938575,Piacenza,17.1
100009,2025-05-01 18:18:15.938575,Piacenza,16.4
100009,2025-06-01 18:18:15.938575,Piacenza,10.1
100009,2025-07-01 18:18:15.938575,Piacenza,13.5
100009,2025-08-01 18:18:15.938575,Piacenza,20.4
100009,2025-09-01 18:18:15.938575,Piacenza,12.5
100009,2025-10-01 18:18:15.938575,Piacenza,12.0
100009,2025-11-01 18:18:15.938575,Piacenza,14.5
100009,2025-12-01 18:18:15.938575,Piacenza,12.6
100009,2026-01-01 18:18:15.938575,Piacenza,11.6
100010,2024-02-01 18:18:15.938575,Piacenza,12.6
100010,2024-03-01 18:18:15.938575,Piacenza,18.3
100010,2024-04-01 18:18:15.938575,Piacenza,13.6
100010,2024-05-01 18:18:15.938575,Piacenza,10.0
100010,2024-06-01 18:18:15.938575,Piacenza,9.5
100010,2024-07-01 18:18:15.938575,Piacenza,20.6
100010,2024-08-01 18:18:15.938575,Piacenza,13.3
100010,2024-09-01 18:18:15.938575,Piacenza,15.3
100010,2024-10-01 18:18:15.938575,Piacenza,11.7
100010,2024-11-01 18:18:15.938575,Piacenza,15.0
100010,2024-12-01 18:18:15.938575,Piacenza,18.4
100010,2025-01-01 18:18:15.938575,Piacenza,12.0
100010,2025-02-01 18:18:15.938575,Piacenza,15.4
100010,2025-03-01 18:18:15.938575,Piacenza,9.8
100010,2025-04-01 18:18:15.938575,Piacenza,20.1
100010,2025-05-01 18:18:15.938575,Piacenza,14.8
100010,2025-06-01 18:18:15.938575,Piacenza,12.8
100010,2025-07-01 18:18:15.938575,Piacenza,13.1
100010,2025-08-01 18:18:15.938575,Piacenza,12.5
100010,2025-09-01 18:18:15.938575,Piacenza,12.6
100010,2025-10-01 18:18:15.938575,Piacenza,6.7
100010,2025-11-01 18:18:15.938575,Piacenza,13.7
100010,2025-12-01 18:18:15.938575,Piacenza,13.6
100010,2026-01-01 18:18:15.938575,Piacenza,15.5
100011,2024-02-01 18:18:15.938575,Piacenza,12.4
100011,2024-03-01 18:18:15.938575,Piacenza,11.7
100011,2024-04-01 18:18:15.938575,Piacenza,14.0
100011,2024-05-01 18:18:15.938575,Piacenza,9.2
100011,2024-06-01 18:18:15.938575,Piacenza,14.4
100011,2024-07-01 18:18:15.938575,Piacenza,8.4
100011,2024-08-01 18:18:15.938575,Piacenza,17.4
100011,2024-09-01 18:18:15.938575,Piacenza,16.1
100011,2024-10-01 18:18:15.938575,Piacenza,11.2
100011,2024-11-01 18:18:15.938575,Piacenza,16.0
100011,2024-12-01 18:18:15.938575,Piacenza,14.3
100011,2025-01-01 18:18:15.938575,Piacenza,11.0
100011,2025-02-01 18:18:15.938575,Piacenza,7.9
100011,2025-03-01 18:18:15.938575,Piacenza,14.9
100011,2025-04-01 18:18:15.938575,Piacenza,11.6
100011,2025-05-01 18:18:15.938575,Piacenza,17.3
100011,2025-06-01 18:18:15.938575,Piacenza,14.0
100011,2025-07-01 18:18:15.938575,Piacenza,11.9
100011,2025-08-01 18:18:15.938575,Piacenza,19.4
100011,2025-09-01 18:18:15.938575,Piacenza,15.7
100011,2025-10-01 18:18:15.938575,Piacenza,5.0
100011,2025-11-01 18:18:15.938575,Piacenza,12.5
100011,2025-12-01 18:18:15.938575,Piacenza,9.8
100011,2026-01-01 18:18:15.938575,Piacenza,11.6
100012,2024-02-01 18:18:15.938575,Piacenza,13.6
100012,2024-03-01 18:18:15.938575,Piacenza,15.1
100012,2024-04-01 18:18:15.938575,Piacenza,14.8
100012,2024-05-01 18:18:15.938575,Piacenza,17.2
100012,2024-06-01 18:18:15.938575,Piacenza,15.9
100012,2024-07-01 18:18:15.938575,Piacenza,15.7
100012,2024-08-01 18:18:15.938575,Piacenza,14.6
100012,2024-09-01 18:18:15.938575,Piacenza,17.9
100012,2024-10-01 18:18:15.938575,Piacenza,13.1
100012,2024-11-01 18:18:15.938575,Piacenza,13.1
100012,2024-12-01 18:18:15.938575,Piacenza,8.3
100012,2025-01-01 18:18:15.938575,Piacenza,17.2
100012,2025-02-01 18:18:15.938575,Piacenza,13.8
100012,2025-03-01 18:18:15.938575,Piacenza,22.8
100012,2025-04-01 18:18:15.938575,Piacenza,12.8
100012,2025-05-01 18:18:15.938575,Piacenza,14.3
100012,2025-06-01 18:18:15.938575,Piacenza,15.6
100012,2025-07-01 18:18:15.938575,Piacenza,10.7
100012,2025-08-01 18:18:15.938575,Piacenza,15.1
100012,2025-09-01 18:18:15.938575,Piacenza,14.1
100012,2025-10-01 18:18:15.938575,Piacenza,13.1
100012,2025-11-01 18:18:15.938575,Piacenza,17.5
100012,2025-12-01 18:18:15.938575,Piacenza,11.3
100012,2026-01-01 18:18:15.938575,Piacenza,14.8
100013,2024-02-01 18:18:15.938575,Piacenza,18.4
100013,2024-03-01 18:18:15.938575,Piacenza,11.9
100013,2024-04-01 18:18:15.938575,Piacenza,13.1
100013,2024-05-01 18:18:15.938575,Piacenza,21.0
100013,2024-06-01 18:18:15.938575,Piacenza,15.4
100013,2024-07-01 18:18:15.938575,Piacenza,12.5
100013,2024-08-01 18:18:15.938575,Piacenza,16.4
100013,2024-09-01 18:18:15.938575,Piacenza,12.3
100013,2024-10-01 18:18:15.938575,Piacenza,9.3
100013,2024-11-01 18:18:15.938575,Piacenza,18.1
100013,2024-12-01 18:18:15.938575,Piacenza,10.7
100013,2025-01-01 18:18:15.938575,Piacenza,21.4
100013,2025-02-01 18:18:15.938575,Piacenza,12.5
100013,2025-03-01 18:18:15.938575,Piacenza,20.4
100013,2025-04-01 18:18:15.938575,Piacenza,9.9
100013,2025-05-01 18:18:15.938575,Piacenza,17.1
100013,2025-06-01 18:18:15.938575,Piacenza,15.5
100013,2025-07-01 18:18:15.938575,Piacenza,16.5
100013,2025-08-01 18:18:15.938575,Piacenza,16.9
100013,2025-09-01 18:18:15.938575,Piacenza,12.5
100013,2025-10-01 18:18:15.938575,Piacenza,10.1
100013,2025-11-01 18:18:15.938575,Piacenza,13.8
100013,2025-12-01 18:18:15.938575,Piacenza,14.7
100013,2026-01-01 18:18:15.938575,Piacenza,12.6
100014,2024-02-01 18:18:15.938575,Piacenza,14.8
100014,2024-03-01 18:18:15.938575,Piacenza,15.0
100014,2024-04-01 18:18:15.938575,Piacenza,11.3
100014,2024-05-01 18:18:15.938575,Piacenza,15.2
100014,2024-06-01 18:18:15.938575,Piacenza,13.2
100014,2024-07-01 18:18:15.938575,Piacenza,11.9
100014,2024-08-01 18:18:15.938575,Piacenza,16.4
100014,2024-09-01 18:18:15.938575,Piacenza,11.7
100014,2024-10-01 18:18:15.938575,Piacenza,12.6
100014,2024-11-01 18:18:15.938575,Piacenza,14.2
100014,2024-12-01 18:18:15.938575,Piacenza,18.1
100014,2025-01-01 18:18:15.938575,Piacenza,14.6
100014,2025-02-01 18:18:15.938575,Piacenza,15.6
100014,2025-03-01 18:18:15.938575,Piacenza,13.1
100014,2025-04-01 18:18:15.938575,Piacenza,13.8
100014,2025-05-01 18:18:15.938575,Piacenza,13.9
100014,2025-06-01 18:18:15.938575,Piacenza,14.9
100014,2025-07-01 18:18:15.938575,Piacenza,13.1
100014,2025-08-01 18:18:15.938575,Piacenza,18.0
100014,2025-09-01 18:18:15.938575,Piacenza,12.9
100014,2025-10-01 18:18:15.938575,Piacenza,8.9
100014,2025-11-01 18:18:15.938575,Piacenza,22.2
100014,2025-12-01 18:18:15.938575,Piacenza,13.0
100014,2026-01-01 18:18:15.938575,Piacenza,17.9
100015,2024-02-01 18:18:15.938575,Piacenza,18.2
100015,2024-03-01 18:18:15.938575,Piacenza,16.8
100015,2024-04-01 18:18:15.938575,Piacenza,13.4
100015,2024-05-01 18:18:15.938575,Piacenza,14.9
100015,2024-06-01 18:18:15.938575,Piacenza,10.2
100015,2024-07-01 18:18:15.938575,Piacenza,20.0
100015,2024-08-01 18:18:15.938575,Piacenza,11.4
100015,2024-09-01 18:18:15.938575,Piacenza,13.2
100015,2024-10-01 18:18:15.938575,Piacenza,14.3
100015,2024-11-01 18:18:15.938575,Piacenza,13.7
100015,2024-12-01 18:18:15.938575,Piacenza,12.0
100015,2025-01-01 18:18:15.938575,Piacenza,18.2
100015,2025-02-01 18:18:15.938575,Piacenza,16.9
100015,2025-03-01 18:18:15.938575,Piacenza,15.0
100015,2025-04-01 18:18:15.938575,Piacenza,12.8
100015,2025-05-01 18:18:15.938575,Piacenza,17.2
100015,2025-06-01 18:18:15.938575,Piacenza,12.6
100015,2025-07-01 18:18:15.938575,Piacenza,18.7
100015,2025-08-01 18:18:15.938575,Piacenza,14.3
100015,2025-09-01 18:18:15.938575,Piacenza,17.7
100015,2025-10-01 18:18:15.938575,Piacenza,13.7
100015,2025-11-01 18:18:15.938575,Piacenza,14.2
100015,2025-12-01 18:18:15.938575,Piacenza,17.7
100015,2026-01-01 18:18:15.938575,Piacenza,20.6
100016,2024-02-01 18:18:15.938575,Piacenza,18.7
100016,2024-03-01 18:18:15.938575,Piacenza,16.6
100016,2024-04-01 18:18:15.938575,Piacenza,15.8
100016,2024-05-01 18:18:15.938575,Piacenza,12.5
100016,2024-06-01 18:18:15.938575,Piacenza,14.9
100016,2024-07-01 18:18:15.938575,Piacenza,11.3
100016,2024-08-01 18:18:15.938575,Piacenza,15.1
100016,2024-09-01 18:18:15.938575,Piacenza,15.3
100016,2024-10-01 18:18:15.938575,Piacenza,8.1
100016,2024-11-01 18:18:15.938575,Piacenza,14.1
100016,2024-12-01 18:18:15.938575,Piacenza,15.2
100016,2025-01-01 18:18:15.938575,Piacenza,13.7
100016,2025-02-01 18:18:15.938575,Piacenza,15.1
100016,2025-03-01 18:18:15.938575,Piacenza,10.0
100016,2025-04-01 18:18:15.938575,Piacenza,11.7
100016,2025-05-01 18:18:15.938575,Piacenza,17.1
100016,2025-06-01 18:18:15.938575,Piacenza,14.0
100016,2025-07-01 18:18:15.938575,Piacenza,15.0
100016,2025-08-01 18:18:15.938575,Piacenza,12.4
100016,2025-09-01 18:18:15.938575,Piacenza,14.1
100016,2025-10-01 18:18:15.938575,Piacenza,7.1
100016,2025-11-01 18:18:15.938575,Piacenza,16.5
100016,2025-12-01 18:18:15.938575,Piacenza,19.4
100016,2026-01-01 18:18:15.938575,Piacenza,10.8
100017,2024-02-01 18:18:15.938575,Piacenza,11.2
100017,2024-03-01 18:18:15.938575,Piacenza,15.3
100017,2024-04-01 18:18:15.938575,Piacenza,18.4
100017,2024-05-01 18:18:15.938575,Piacenza,14.0
100017,2024-06-01 18:18:15.938575,Piacenza,10.3
100017,2024-07-01 18:18:15.938575,Piacenza,13.4
100017,2024-08-01 18:18:15.938575,Piacenza,10.9
100017,2024-09-01 18:18:15.938575,Piacenza,12.0
100017,2024-10-01 18:18:15.938575,Piacenza,13.1
100017,2024-11-01 18:18:15.938575,Piacenza,11.2
100017,2024-12-01 18:18:15.938575,Piacenza,11.7
100017,2025-01-01 18:18:15.938575,Piacenza,14.2
100017,2025-02-01 18:18:15.938575,Piacenza,14.6
100017,2025-03-01 18:18:15.938575,Piacenza,9.7
100017,2025-04-01 18:18:15.938575,Piacenza,15.2
100017,2025-05-01 18:18:15.938575,Piacenza,12.9
100017,2025-06-01 18:18:15.938575,Piacenza,16.2
100017,2025-07-01 18:18:15.938575,Piacenza,16.3
100017,2025-08-01 18:18:15.938575,Piacenza,12.4
100017,2025-09-01 18:18:15.938575,Piacenza,15.8
100017,2025-10-01 18:18:15.938575,Piacenza,11.5
100017,2025-11-01 18:18:15.938575,Piacenza,18.0
100017,2025-12-01 18:18:15.938575,Piacenza,11.6
100017,2026-01-01 18:18:15.938575,Piacenza,15.1
100018,2024-02-01 18:18:15.938575,Piacenza,13.4
100018,2024-03-01 18:18:15.938575,Piacenza,10.9
100018,2024-04-01 18:18:15.938575,Piacenza,16.7
100018,2024-05-01 18:18:15.938575,Piacenza,12.2
100018,2024-06-01 18:18:15.938575,Piacenza,8.9
100018,2024-07-01 18:18:15.938575,Piacenza,5.4
100018,2024-08-01 18:18:15.938575,Piacenza,11.4
100018,2024-09-01 18:18:15.938575,Piacenza,18.1
100018,2024-10-01 18:18:15.938575,Piacenza,17.8
100018,2024-11-01 18:18:15.938575,Piacenza,11.8
100018,2024-12-01 18:18:15.938575,Piacenza,12.9
100018,2025-01-01 18:18:15.938575,Piacenza,12.6
100018,2025-02-01 18:18:15.938575,Piacenza,10.0
100018,2025-03-01 18:18:15.938575,Piacenza,11.2
100018,2025-04-01 18:18:15.938575,Piacenza,16.9
100018,2025-05-01 18:18:15.938575,Piacenza,15.5
100018,2025-06-01 18:18:15.938575,Piacenza,14.8
100018,2025-07-01 18:18:15.938575,Piacenza,10.0
100018,2025-08-01 18:18:15.938575,Piacenza,14.3
100018,2025-09-01 18:18:15.938575,Piacenza,7.1
100018,2025-10-01 18:18:15.938575,Piacenza,16.5
100018,2025-11-01 18:18:15.938575,Piacenza,14.8
100018,2025-12-01 18:18:15.938575,Piacenza,10.0
100018,2026-01-01 18:18:15.938575,Piacenza,18.8
100019,2024-02-01 18:18:15.938575,Piacenza,8.6
100019,2024-03-01 18:18:15.938575,Piacenza,15.6
100019,2024-04-01 18:18:15.938575,Piacenza,15.7
100019,2024-05-01 18:18:15.938575,Piacenza,10.3
100019,2024-06-01 18:18:15.938575,Piacenza,13.9
100019,2024-07-01 18:18:15.938575,Piacenza,9.1
100019,2024-08-01 18:18:15.938575,Piacenza,5.5
100019,2024-09-01 18:18:15.938575,Piacenza,10.8
100019,2024-10-01 18:18:15.938575,Piacenza,12.2
100019,2024-11-01 18:18:15.938575,Piacenza,15.9
100019,2024-12-01 18:18:15.938575,Piacenza,14.2
100019,2025-01-01 18:18:15.938575,Piacenza,14.3
100019,2025-02-01 18:18:15.938575,Piacenza,11.0
100019,2025-03-01 18:18:15.938575,Piacenza,12.4
100019,2025-04-01 18:18:15.938575,Piacenza,11.2
100019,2025-05-01 18:18:15.938575,Piacenza,10.3
100019,2025-06-01 18:18:15.938575,Piacenza,12.2
100019,2025-07-01 18:18:15.938575,Piacenza,14.2
100019,2025-08-01 18:18:15.938575,Piacenza,12.3
100019,2025-09-01 18:18:15.938575,Piacenza,13.0
100019,2025-10-01 18:18:15.938575,Piacenza,16.1
100019,2025-11-01 18:18:15.938575,Piacenza,12.5
100019,2025-12-01 18:18:15.938575,Piacenza,10.0
100019,2026-01-01 18:18:15.938575,Piacenza,15.7
100020,2024-02-01 18:18:15.938575,Piacenza,14.8
