material_code,date,shop,business_unit,sales_qty_capped,promo_flag,seasonality_factor,bu_correlation_factor,capacity_factor
100006,2025-10-01 18:18:15.938575,Piacenza,Bath,120,False,1.2,1.000335734247795,0.8267651435815466
100006,2025-11-01 18:18:15.938575,Piacenza,Bath,131,False,1.4,1.0883098900995338,0.7639938201388771
100006,2025-12-01 18:18:15.938575,Piacenza,Bath,112,False,1.6,0.8930002109490645,0.7110240326123023
100006,2026-01-01 18:18:15.938575,Piacenza,Bath,75,False,0.9,0.9550876768846713,0.8325162340665643
100007,2025-08-01 18:18:15.938575,Piacenza,Bath,115,False,1.0,0.9712146355419105,0.9224146766424106
100007,2025-09-01 18:18:15.938575,Piacenza,Bath,121,False,1.1,1.0998367118870969,0.8802472516724698
100007,2025-10-01 18:18:15.938575,Piacenza,Bath,227,True,1.2,1.1147499246578516,0.8267651435815466
100007,2025-11-01 18:18:15.938575,Piacenza,Bath,131,True,1.4,0.8084867745656034,0.7639938201388771
100007,2025-12-01 18:18:15.938575,Piacenza,Bath,218,True,1.6,1.0997508786329564,0.7110240326123023
100007,2026-01-01 18:18:15.938575,Piacenza,Bath,89,False,0.9,1.1178955083267428,0.8325162340665643
100008,2025-12-01 18:18:15.938575,Piacenza,Haircare,166,True,1.0,1.1114687427781902,0.7110240326123023
100008,2026-01-01 18:18:15.938575,Piacenza,Haircare,82,False,1.0,0.9470372760662205,0.8325162340665643
100009,2024-12-01 18:18:15.938575,Piacenza,Skincare,119,False,1.1,0.9770198051906208,1.0
100009,2025-01-01 18:18:15.938575,Piacenza,Skincare,118,False,1.1,0.8432578735766475,1.0
100009,2025-02-01 18:18:15.938575,Piacenza,Skincare,110,False,1.1,0.7905046885132021,1.0
100009,2025-03-01 18:18:15.938575,Piacenza,Skincare,119,False,1.1,0.9638485594805635,1.0
100009,2025-04-01 18:18:15.938575,Piacenza,Skincare,110,False,1.0,1.0076468715540294,1.0
100009,2025-05-01 18:18:15.938575,Piacenza,Skincare,125,False,1.0,1.0176769471987086,1.0
100009,2025-06-01 18:18:15.938575,Piacenza,Skincare,129,False,1.0,1.0821139654147887,1.0
100009,2025-07-01 18:18:15.938575,Piacenza,Skincare,123,False,0.9,1.3061135784893347,0.9838646202282566
100009,2025-08-01 18:18:15.938575,Piacenza,Skincare,96,False,0.9,0.960400933510301,0.9224146766424106
100009,2025-09-01 18:18:15.938575,Piacenza,Skincare,111,False,1.0,0.8944430862090442,0.8802472516724698
100009,2025-10-01 18:18:15.938575,Piacenza,Skincare,110,False,1.0,1.0546134680587291,0.8267651435815466
100009,2025-11-01 18:18:15.938575,Piacenza,Skincare,109,False,1.1,1.0222242386955942,0.7639938201388771
100009,2025-12-01 18:18:15.938575,Piacenza,Skincare,90,False,1.1,0.9425478579180655,0.7110240326123023
100009,2026-01-01 18:18:15.938575,Piacenza,Skincare,118,False,1.1,1.091085217412239,0.8325162340665643
100010,2024-12-01 18:18:15.938575,Piacenza,Haircare,97,False,1.0,0.9188065015285325,1.0
100010,2025-01-01 18:18:15.938575,Piacenza,Haircare,118,False,1.0,0.9871433280528611,1.0
100010,2025-02-01 18:18:15.938575,Piacenza,Haircare,137,False,1.0,0.9929082258433497,1.0
100010,2025-03-01 18:18:15.938575,Piacenza,Haircare,156,True,1.0,0.9052287297730495,1.0
100010,2025-04-01 18:18:15.938575,Piacenza,Haircare,89,False,1.0,0.8290295020249733,1.0
100010,2025-05-01 18:18:15.938575,Piacenza,Haircare,162,True,1.0,1.0218950012387586,1.0
100010,2025-06-01 18:18:15.938575,Piacenza,Haircare,113,False,1.0,1.1368715488489023,1.0
100010,2025-07-01 18:18:15.938575,Piacenza,Haircare,119,False,1.0,1.0960901855647978,0.9838646202282566
100010,2025-08-01 18:18:15.938575,Piacenza,Haircare,112,False,1.0,1.102779958220411,0.9224146766424106
100010,2025-09-01 18:18:15.938575,Piacenza,Haircare,99,False,1.0,0.9201050304163099,0.8802472516724698
100010,2025-10-01 18:18:15.938575,Piacenza,Haircare,109,False,1.0,1.02140695714903,0.8267651435815466
100010,2025-11-01 18:18:15.938575,Piacenza,Haircare,79,False,1.0,0.8575840285429223,0.7639938201388771
100010,2025-12-01 18:18:15.938575,Piacenza,Haircare,85,False,1.0,1.0168915012858788,0.7110240326123023
100010,2026-01-01 18:18:15.938575,Piacenza,Haircare,102,False,1.0,1.1388784507474798,0.8325162340665643
100011,2026-01-01 18:18:15.938575,Piacenza,Haircare,107,False,1.0,1.1419837123394074,0.8325162340665643
100012,2025-10-01 18:18:15.938575,Piacenza,Haircare,119,False,1.0,1.203044866764353,0.8267651435815466
100012,2025-11-01 18:18:15.938575,Piacenza,Haircare,96,False,1.0,1.0989178024346113,0.7639938201388771
100012,2025-12-01 18:18:15.938575,Piacenza,Haircare,78,False,1.0,1.0475749055877253,0.7110240326123023
100012,2026-01-01 18:18:15.938575,Piacenza,Haircare,153,True,1.0,1.0874723182402135,0.8325162340665643
100013,2024-05-01 18:18:15.938575,Piacenza,Haircare,120,False,1.0,1.0680574159651872,1.0
100013,2024-06-01 18:18:15.938575,Piacenza,Haircare,106,False,1.0,0.9192745752588465,1.0
100013,2024-07-01 18:18:15.938575,Piacenza,Haircare,117,False,1.0,0.8484670019433906,1.0
100013,2024-08-01 18:18:15.938575,Piacenza,Haircare,158,False,1.0,1.0882758719419752,1.0
100013,2024-09-01 18:18:15.938575,Piacenza,Haircare,132,False,1.0,1.2093348260558523,1.0
100013,2024-10-01 18:18:15.938575,Piacenza,Haircare,146,False,1.0,1.0923971427871622,1.0
100013,2024-11-01 18:18:15.938575,Piacenza,Haircare,106,False,1.0,0.8111276284089445,1.0
100013,2024-12-01 18:18:15.938575,Piacenza,Haircare,119,False,1.0,0.9480698155960987,1.0
100013,2025-01-01 18:18:15.938575,Piacenza,Haircare,109,False,1.0,0.9803307230127775,1.0
100013,2025-02-01 18:18:15.938575,Piacenza,Haircare,116,False,1.0,0.8143956673130546,1.0
100013,2025-03-01 18:18:15.938575,Piacenza,Haircare,93,False,1.0,0.86231029582103,1.0
100013,2025-04-01 18:18:15.938575,Piacenza,Haircare,137,False,1.0,0.9962924505832527,1.0
100013,2025-05-01 18:18:15.938575,Piacenza,Haircare,129,False,1.0,1.0261634377702706,1.0
100013,2025-06-01 18:18:15.938575,Piacenza,Haircare,125,False,1.0,0.9013985857300276,1.0
100013,2025-07-01 18:18:15.938575,Piacenza,Haircare,121,False,1.0,0.8577060359456377,0.9838646202282566
100013,2025-08-01 18:18:15.938575,Piacenza,Haircare,118,False,1.0,1.1193305879217434,0.9224146766424106
100013,2025-09-01 18:18:15.938575,Piacenza,Haircare,94,False,1.0,0.9617471141621025,0.8802472516724698
100013,2025-10-01 18:18:15.938575,Piacenza,Haircare,82,False,1.0,0.9760587824315468,0.8267651435815466
100013,2025-11-01 18:18:15.938575,Piacenza,Haircare,83,False,1.0,0.9453329757510059,0.7639938201388771
100013,2025-12-01 18:18:15.938575,Piacenza,Haircare,65,False,1.0,0.9228824707549848,0.7110240326123023
100013,2026-01-01 18:18:15.938575,Piacenza,Haircare,114,False,1.0,1.1302783276821045,0.8325162340665643
100014,2024-09-01 18:18:15.938575,Piacenza,Fragrance,130,False,1.2,0.9120203654629581,1.0
100014,2024-10-01 18:18:15.938575,Piacenza,Fragrance,195,True,1.1,1.0179683492577265,1.0
100014,2024-11-01 18:18:15.938575,Piacenza,Fragrance,117,False,1.0,1.0008704329651232,1.0
100014,2024-12-01 18:18:15.938575,Piacenza,Fragrance,81,False,0.9,0.8051826221142707,1.0
100014,2025-01-01 18:18:15.938575,Piacenza,Fragrance,94,False,0.8,1.0240946881999318,1.0
100014,2025-02-01 18:18:15.938575,Piacenza,Fragrance,111,True,0.8,0.8456031101524766,1.0
100014,2025-03-01 18:18:15.938575,Piacenza,Fragrance,131,True,0.9,1.0635460108829913,1.0
100014,2025-04-01 18:18:15.938575,Piacenza,Fragrance,133,True,1.0,0.881358347028299,1.0
100015,2026-01-01 18:18:15.938575,Piacenza,Bath,104,False,0.9,1.0522018610599149,0.8325162340665643
100016,2024-04-01 18:18:15.938575,Piacenza,Fragrance,171,True,1.0,0.9570494155263222,1.0
100016,2024-05-01 18:18:15.938575,Piacenza,Fragrance,127,False,1.1,0.9325675252797616,1.0
100016,2024-06-01 18:18:15.938575,Piacenza,Fragrance,152,False,1.2,1.0210566457311558,1.0
100016,2024-07-01 18:18:15.938575,Piacenza,Fragrance,144,False,1.3,0.8528140932282379,1.0
100016,2024-08-01 18:18:15.938575,Piacenza,Fragrance,167,False,1.3,0.9930779341036738,1.0
100016,2024-09-01 18:18:15.938575,Piacenza,Fragrance,194,False,1.2,1.0782250039940244,1.0
100016,2024-10-01 18:18:15.938575,Piacenza,Fragrance,150,False,1.1,1.1042604431624459,1.0
100016,2024-11-01 18:18:15.938575,Piacenza,Fragrance,120,False,1.0,0.9537369086276211,1.0
100016,2024-12-01 18:18:15.938575,Piacenza,Fragrance,99,False,0.9,0.9683347699492606,1.0
100016,2025-01-01 18:18:15.938575,Piacenza,Fragrance,94,True,0.8,0.8508097537306875,1.0
100016,2025-02-01 18:18:15.938575,Piacenza,Fragrance,85,False,0.8,0.9249286838119368,1.0
100016,2025-03-01 18:18:15.938575,Piacenza,Fragrance,97,False,0.9,0.843988949309048,1.0
100016,2025-04-01 18:18:15.938575,Piacenza,Fragrance,135,False,1.0,1.044007359523518,1.0
100016,2025-05-01 18:18:15.938575,Piacenza,Fragrance,143,False,1.1,1.0842166719729405,1.0
100017,2025-11-01 18:18:15.938575,Piacenza,Fragrance,92,False,1.0,0.954577582818373,0.7639938201388771
100017,2025-12-01 18:18:15.938575,Piacenza,Fragrance,75,False,0.9,0.8941767851305419,0.7110240326123023
100017,2026-01-01 18:18:15.938575,Piacenza,Fragrance,82,False,0.8,1.0308191773579674,0.8325162340665643
100018,2025-10-01 18:18:15.938575,Piacenza,Fragrance,129,True,1.1,0.9132034293515077,0.8267651435815466
100018,2025-11-01 18:18:15.938575,Piacenza,Fragrance,109,False,1.0,1.0671938868846595,0.7639938201388771
100018,2025-12-01 18:18:15.938575,Piacenza,Fragrance,83,False,0.9,1.1935430282703556,0.7110240326123023
100018,2026-01-01 18:18:15.938575,Piacenza,Fragrance,76,False,0.8,0.9115566940298578,0.8325162340665643
100019,2024-03-01 18:18:15.938575,Piacenza,Haircare,101,False,1.0,0.9258324397109653,1.0
100019,2024-04-01 18:18:15.938575,Piacenza,Haircare,85,False,1.0,0.8540429298457072,1.0
100019,2024-05-01 18:18:15.938575,Piacenza,Haircare,114,False,1.0,1.0146109093327877,1.0
100019,2024-06-01 18:18:15.938575,Piacenza,Haircare,135,False,1.0,1.0078124068598133,1.0
100019,2024-07-01 18:18:15.938575,Piacenza,Haircare,125,False,1.0,0.9729440703937298,1.0
100019,2024-08-01 18:18:15.938575,Piacenza,Haircare,115,False,1.0,1.001614704755227,1.0
100019,2024-09-01 18:18:15.938575,Piacenza,Haircare,120,False,1.0,0.8956325017944837,1.0
100019,2024-10-01 18:18:15.938575,Piacenza,Haircare,98,False,1.0,0.8336800323195889,1.0
100019,2024-11-01 18:18:15.938575,Piacenza,Haircare,111,False,1.0,0.9240930223909456,1.0
100019,2024-12-01 18:18:15.938575,Piacenza,Haircare,111,False,1.0,0.8084477283926899,1.0
100019,2025-01-01 18:18:15.938575,Piacenza,Haircare,166,True,1.0,0.9115471770071305,1.0
100019,2025-02-01 18:18:15.938575,Piacenza,Haircare,142,False,1.0,1.0309727440991165,1.0
100019,2025-03-01 18:18:15.938575,Piacenza,Haircare,125,False,1.0,1.0059665185646547,1.0
100019,2025-04-01 18:18:15.938575,Piacenza,Haircare,105,False,1.0,0.8226217269586245,1.0
100019,2025-05-01 18:18:15.938575,Piacenza,Haircare,140,False,1.0,1.1049346545597032,1.0
100019,2025-06-01 18:18:15.938575,Piacenza,Haircare,106,False,1.0,0.9805429102522472,1.0
100019,2025-07-01 18:18:15.938575,Piacenza,Haircare,194,True,1.0,0.8700676398217211,0.9838646202282566
100019,2025-08-01 18:18:15.938575,Piacenza,Haircare,118,False,1.0,0.963564509011347,0.9224146766424106
100019,2025-09-01 18:18:15.938575,Piacenza,Haircare,133,True,1.0,0.9416988251190972,0.8802472516724698
100019,2025-10-01 18:18:15.938575,Piacenza,Haircare,89,False,1.0,0.9132261296858709,0.8267651435815466
100019,2025-11-01 18:18:15.938575,Piacenza,Haircare,95,False,1.0,1.0812592703857598,0.7639938201388771
100019,2025-12-01 18:18:15.938575,Piacenza,Haircare,68,False,1.0,0.8893675020432836,0.7110240326123023
100019,2026-01-01 18:18:15.938575,Piacenza,Haircare,130,False,1.0,1.01846461585032,0.8325162340665643
100020,2026-01-01 18:18:15.938575,Piacenza,Skincare,87,False,1.1,0.8658681809939199,0.8325162340665643
100021,2025-01-01 18:18:15.938575,Piacenza,Bath,121,False,0.9,0.9963103906907287,1.0
100021,2025-02-01 18:18:15.938575,Piacenza,Bath,113,False,0.9,1.0265422681247978,1.0
100021,2025-03-01 18:18:15.938575,Piacenza,Bath,139,False,1.0,1.026733828008645,1.0
100021,2025-04-01 18:18:15.938575,Piacenza,Bath,115,False,1.0,1.008080613870724,1.0
100021,2025-05-01 18:18:15.938575,Piacenza,Bath,141,False,1.1,0.976098475026208,1.0
100021,2025-06-01 18:18:15.938575,Piacenza,Bath,128,False,1.1,0.8935905848572899,1.0
100021,2025-07-01 18:18:15.938575,Piacenza,Bath,115,False,1.0,0.8947448210653126,0.9838646202282566
100021,2025-08-01 18:18:15.938575,Piacenza,Bath,115,False,1.0,1.0298828801411863,0.9224146766424106
100021,2025-09-01 18:18:15.938575,Piacenza,Bath,96,False,1.1,0.8738591162996421,0.8802472516724698
100021,2025-10-01 18:18:15.938575,Piacenza,Bath,98,False,1.2,0.8509292572350955,0.8267651435815466
100021,2025-11-01 18:18:15.938575,Piacenza,Bath,141,False,1.4,1.1429769815913517,0.7639938201388771
100021,2025-12-01 18:18:15.938575,Piacenza,Bath,220,True,1.6,0.9740283102985049,0.7110240326123023
100021,2026-01-01 18:18:15.938575,Piacenza,Bath,88,False,0.9,1.0635014686071347,0.8325162340665643
100022,2024-07-01 18:18:15.938575,Piacenza,Skincare,120,False,0.9,1.0873488212885674,1.0
100022,2024-08-01 18:18:15.938575,Piacenza,Skincare,112,False,0.9,1.005112699413143,1.0
100022,2024-09-01 18:18:15.938575,Piacenza,Skincare,126,False,1.0,0.9623223287140358,1.0
100022,2024-10-01 18:18:15.938575,Piacenza,Skincare,141,False,1.0,0.9640214782695627,1.0
100022,2024-11-01 18:18:15.938575,Piacenza,Skincare,139,False,1.1,1.1608030572268913,1.0
100022,2024-12-01 18:18:15.938575,Piacenza,Skincare,190,True,1.1,0.9441192168872041,1.0
100022,2025-01-01 18:18:15.938575,Piacenza,Skincare,129,False,1.1,1.017643184576697,1.0
100022,2025-02-01 18:18:15.938575,Piacenza,Skincare,216,True,1.1,1.0677319146599111,1.0
100022,2025-03-01 18:18:15.938575,Piacenza,Skincare,127,False,1.1,1.0250709777857416,1.0
100022,2025-04-01 18:18:15.938575,Piacenza,Skincare,145,False,1.0,1.1084383631260806,1.0
100022,2025-05-01 18:18:15.938575,Piacenza,Skincare,110,False,1.0,0.9613383986337212,1.0
100022,2025-06-01 18:18:15.938575,Piacenza,Skincare,136,False,1.0,1.067335018940907,1.0
100022,2025-07-01 18:18:15.938575,Piacenza,Skincare,85,False,0.9,0.8205391258157457,0.9838646202282566
100022,2025-08-01 18:18:15.938575,Piacenza,Skincare,139,True,0.9,1.1346915463869995,0.9224146766424106
100022,2025-09-01 18:18:15.938575,Piacenza,Skincare,107,False,1.0,1.1123150100481698,0.8802472516724698
100022,2025-10-01 18:18:15.938575,Piacenza,Skincare,171,True,1.0,0.9695574021195157,0.8267651435815466
100022,2025-11-01 18:18:15.938575,Piacenza,Skincare,107,False,1.1,1.043883843675644,0.7639938201388771
100022,2025-12-01 18:18:15.938575,Piacenza,Skincare,127,False,1.1,1.089106496946247,0.7110240326123023
100022,2026-01-01 18:18:15.938575,Piacenza,Skincare,107,False,1.1,0.8962247072060829,0.8325162340665643
100023,2024-03-01 18:18:15.938575,Piacenza,Fragrance,116,False,0.9,0.9855473904437313,1.0
100023,2024-04-01 18:18:15.938575,Piacenza,Fragrance,97,False,1.0,0.8694250022758447,1.0
100023,2024-05-01 18:18:15.938575,Piacenza,Fragrance,215,True,1.1,1.1138416426360376,1.0
100023,2024-06-01 18:18:15.938575,Piacenza,Fragrance,149,False,1.2,1.0822760620829164,1.0
100023,2024-07-01 18:18:15.938575,Piacenza,Fragrance,164,False,1.3,0.9719051083852155,1.0
100023,2024-08-01 18:18:15.938575,Piacenza,Fragrance,165,False,1.3,0.9603086700845611,1.0
100023,2024-09-01 18:18:15.938575,Piacenza,Fragrance,148,False,1.2,0.9851043439165053,1.0
100023,2024-10-01 18:18:15.938575,Piacenza,Fragrance,124,False,1.1,0.9102742664924134,1.0
100023,2024-11-01 18:18:15.938575,Piacenza,Fragrance,121,False,1.0,0.9825962423638513,1.0
100023,2024-12-01 18:18:15.938575,Piacenza,Fragrance,103,False,0.9,0.8962269222015763,1.0
100023,2025-01-01 18:18:15.938575,Piacenza,Fragrance,96,False,0.8,1.089833111617884,1.0
100023,2025-02-01 18:18:15.938575,Piacenza,Fragrance,109,False,0.8,1.1136935706554594,1.0
100023,2025-03-01 18:18:15.938575,Piacenza,Fragrance,109,False,0.9,1.09451929880128,1.0
100023,2025-04-01 18:18:15.938575,Piacenza,Fragrance,108,False,1.0,0.8805800160513916,1.0
100023,2025-05-01 18:18:15.938575,Piacenza,Fragrance,136,False,1.1,0.9791549221730697,1.0
100023,2025-06-01 18:18:15.938575,Piacenza,Fragrance,150,False,1.2,1.0584729091142537,1.0
100023,2025-07-01 18:18:15.938575,Piacenza,Fragrance,147,False,1.3,1.0768758037220914,0.9838646202282566
100023,2025-08-01 18:18:15.938575,Piacenza,Fragrance,125,False,1.3,0.8161135165952231,0.9224146766424106
100023,2025-09-01 18:18:15.938575,Piacenza,Fragrance,127,False,1.2,1.0740489600410532,0.8802472516724698
100023,2025-10-01 18:18:15.938575,Piacenza,Fragrance,81,False,1.1,0.8756731791360711,0.8267651435815466
100023,2025-11-01 18:18:15.938575,Piacenza,Fragrance,82,False,1.0,0.984603561936355,0.7639938201388771
100023,2025-12-01 18:18:15.938575,Piacenza,Fragrance,80,False,0.9,1.1257487657589456,0.7110240326123023
100023,2026-01-01 18:18:15.938575,Piacenza,Fragrance,74,False,0.8,1.1122070344896746,0.8325162340665643
100024,2025-10-01 18:18:15.938575,Piacenza,Fragrance,93,False,1.1,1.1326130189747805,0.8267651435815466
100024,2025-11-01 18:18:15.938575,Piacenza,Fragrance,76,False,1.0,0.8933729628612899,0.7639938201388771
100024,2025-12-01 18:18:15.938575,Piacenza,Fragrance,72,False,0.9,0.918070971442358,0.7110240326123023
100024,2026-01-01 18:18:15.938575,Piacenza,Fragrance,117,True,0.8,0.9437198957462001,0.8325162340665643
